Bus Stop Name,Latitude,Longitude
CHROMEPET,,
T.B.SANATORIUM,,
AAYURVEDA ASHRAMAM,,
KATHIRVEDU,,
VINAYAGAPURAM,,
MALLIGAI NAGAR AVE,,
WATER PIPE THATHANKUPPAM,,
WEELS INDIA RD.JN.,,
THIRUMANGALAM,,
GUINDY TVK ESTATE,,
CYCLE SHOP,,
BUS BAY-17TH KM,,
SRINIVASA NAGAR,,
VILLIVAKKAM,,
KAMABAR ARANGAM,,
AYANAVARAM B.S.,,
PAMMADU KULAM RD.JN.,,
JN.OF RACE COURSE RD,,
ALAMADHI OLD,,
DRY CATTLLE FORM,,
ALAMADHI,,
AMBEDKAR NAGAR,,
POOCHIATHIPEDU,,
GURUVOYAL KARANIBATTAI,,
GURUVOYAL VILLAGE,,
SETHUPAKKAM,,
AGARAM KANDIGAI,,
TAMARAPAKKAM KOOT RD,,
AZHINJIVAKKAM RD.JN.,,
KUMMANUR,,
BUDUR,,
ARUMANDAI RD.JN.,,
PUDUKUPPAM,,
GNAYARU,,
ARANI,,
AGARAM,,
CHINNAMBEDU VILLAGE,,
CHINAMBEDU COLONY,,
NEW ROAD,,
THATCHUR ROAD JN,,
PANJETTI,,
PERIYAPALAYAM RD JN.,,
KARANODAI,,
SHOLAVARAM,,
SEMILIVARAM,,
PADIYANALLUR,,
ATHUR,,
OLD&NEW ERUMAI VETTI PALAYAM,,
OLD ERUMAI VETTI PALAYAM,,
NEW ERUMAIVETTIPALAYAM,,
MAHINDRA IND.PARK,,
KUTHAMKULAM,,
PERUVOYAL,,
PUDUVOYAL,,
MADHAVARAM,,
MOOLAKADAI,,
MADHAVARAM POST BOX,,
MADHAVARAM VILLAGE,,
"MATHUR RD. JN.,",,
VADAPERUMBAKKAM,,
GRAND LINE,,
SHOZHIPALAYAM,,
ORAKKADU,,
SEEMAVARAM,,
CHINNAMADIYOOR,,
THANDAVARAYAN PALAYAM,,
KANNIAMPALAYAM,,
SOTHUPERMEDU,,
KARANODAI SCHOOL,,
SHOLAVARAM P.S.,,
THAILAPURAM,,
MARAIMALAI NAGAR,,
PAVENTHER SALAI,,
MARAIMALAI NAGAR I.E.,,
MARAIMALAI NAGAR P.S.JN.,,
GUDALOOR TEA SHOP,,
KARUNEELAM ROAD JN,,
KADAMBUR,,
KALIVANTHAPATTU,,
GOVINDARAJAPURAM,,
PERUMATTU NALLUR,,
DHARGAS NAGAR,,
CONCORDE,,
GURUNANAK COLLEGE,,
VELACHERY,,
I.R.T. RD.JN.,,
VIJAYA NAGAR,,
ANJUGAM SCHOOL,,
Jn.OF P.T.R Rd/KAMARAJ Rd,,
MUTHUMARIAMMAN KOIL,,
K.K.NAGAR,,
ANNA ROAD P.O./DAMS ROAD,,
VIRUGAMBAKKAM,,
VALASARAVAKKAM,,
PORUR,,
IYYAPPANTHANGAL,,
DHARMAPRAKASH/PETROL BUNK,,
KELLEYS,,
SAYANI/AYNAVARAM,,
NATHAMUNI TALKIES,,
LUCAS TVS,,
THIRUMULLAIVOYAL,,
POLYTECHNIC,,
AVADI,,
AVADI CIRCLE,,
KOILPATHAGAI RD.JN.,,
H.V.F.MAIN GATE,,
AAFS CROSS ROAD,,
VENGAL CROSS ROAD,,
VEERAPURAM,,
ARAKKAMBAKKAM RD.JN.,,
ARAKKAMBAKKAM,,
PERIYAR NAGAR,,
VENKATACHALAM NAGAR,,
PANDESWARAM,,
KADHAVOOR RD.JN.,,
KILKONDAIYUR,,
ORAGADAM O.T.,,
ORAGADAM,,
VENGATAPURAM,,
MENAMBEDU,,
AIRFORCE STATION,,
NALLUR PUDU NAGAR,,
KADHAVOOR,,
VEERAPURAM RD JN.,,
MORAI,,
MINJUR,,
MINJUR O.T,,
MINJUR B.D.O,,
PATTAMANDIRI,,
KONDAKKARAI,,
NAPALAYAM,,
ECHANKUZHI,,
ANDARKUPPAM,,
100 FEET ROAD JN.,,
MANALI ARIYALUR RD JN.,,
"KOSAPUR RD. JN.,",,
MANALI,,
MANALAI SEEKADU,,
MADHAVARAM MILLK COLONY,,
ENNORE,,
ASHOK LEYLAND,,
ERNAVOOR GATE,,
SATHIYAMOORTHY NAGAR,,
"JN.,OF PONNERI RD,&ERANOOR",,
MANALI RD JN.,,
M.M.C,,
M.M.B.T.,,
MANALI NEW TOWN,,
THAZHANKUPPAM,,
MADHAVARAM B.S.,,
K.KANNADASAN NAGAR,,
SIDCO,,
SARMA NAGAR,,
PERAMBUR,,
JAMALAYA,,
SHIVASHANMUGAPURAM,,
LADY MCTM SCHOOL/MILLERS RD,,
K.M.C.,,
CORPORATION OFFICE/STERLING RD,,
BHARATHI NAGAR(PERIYAR PATAHI),,
SAIDAPET,,
GUINDY R.S,,
PAZAVANTHANGAL ROAD JN.,,
CHIDAMBARAM STORES,,
NANGANALLUR,,
VADAPALANI,,
TRUSTPURAM,,
F.C.I OLD,,
LUZ,,
SANTHOME P.O,,
SALIGRAMAM,,
ANNA SQUARE,,
VIVEKANANDA HOUSE,,
V.M.STREET,,
K.K.NAGAR WEST,,
VADAPALANI P.S.,,
VANIMAHAL,,
SUN THEATER,,
CORPN. PLAY GROUND,,
TRIPLICANE,,
VEENUS,,
S.R.P. COLONY,,
KOLATHUR,,
DOVETON,,
P1.POLICE STATION,,
GANESH PURAM,,
THANIKACHALAM NAGAR,,
PUTHAGARAM,,
T.NAGAR,,
NUNGAMBAKKAM R.S.,,
HOTEL ARUN,,
ANNA NAGAR CIRCLE,,
FIRE STATION,,
J.J.NAGAR EAST,,
PUSHPA NAGAR,,
MOGAPPAIR ROAD JN,,
J.J.NAGAR WEST,,
MOGAIPAIR ROAD JN.,,
UTHAMAR GANDHISALAI (CORP.OFF),,
VINAYAGAR KOIL,,
N.G.O.COLONY,,
ST THOMAS MOUNT R.S,,
VANUVAMBEDU,,
PUZHITHIVAKKAM MRTS,,
KAIVELI,,
MADIPAKKAM RD. JN./POONIAMMAN,,
KILKATTALAI,,
VELLAIKAL,,
SUNDARASOZHAPURAM,,
PARUTHIPATTU RD. JN.,,
GOVARDANAGIRI,,
AVADI MOSQUE,,
VARADARAJA PURAM,,
THIRUMAZHISAI,,
VELLAVEDU,,
NEMAM,,
PUTHUCHATHIRAM,,
METTUKANDIGAI,,
MURUKKANCHERI,,
ARANVOYAL KUPPAM,,
ARANVOYAL,,
VENKATHUR,,
MANAVALAN NAGAR,,
OIL MILL,,
THIRUVALLUR,,
NAZARATHPET,,
CHEMBARAMBAKKAM,,
PAPPANCHATRAM,,
CHETTIPEDU,,
THANDALAM RD JN.,,
TSR RAJALAKSHMI NAGAR,,
VALARPURAM,,
MANNUR VILLAGE,,
SOWBAKKIYA NAGAR,,
KATTU ROAD JN,,
VAYALUR CROSS ROAD,,
MUDHUKUR CROSS ROAD,,
POOVALLI KUPPAM,,
MEPPEDU,,
MEPPEDU ROAD JN,,
KONDANCHERY CHRISTHUVA SABAI,,
KOOVAM,,
PERAMBAKKAM,,
MANNUR,,
KALSAR ENG.COLLEGE,,
KRS PALLAVAN PHARM COLLEGE,,
VALASAI ELLUPAI RD JN,,
PUDUVALLUR JN.,,
KOPPUR SCHOOL,,
SUNNAMBUKULAM,,
BUTT ROAD,,
RAMAPURAM,,
MUGALIVAKKAM,,
BURIAL GROUND,,
S.H.B,,
NAGALKENI,,
THIRUNEERMALAI,,
VAZHUTHALAMBEDU RD. JN,,
THIRUMUDIVAKKAM,,
PAZHANTHANDALAM,,
KORUKKUPET,,
SLUM CLEARANCE BOARD,,
M.K.B.NAGAR EAST,,
KOTHARI,,
ASHOK LEYLAND MARK.DIV.,,
I.C.I.,,
LIFT GATE,,
SATHYAMURTHY NAGAR,,
CPCL,,
MANALI SEKADU,,
KALPANA LAMPS/MADHAVARAM,,
THEAGARAYA COLLEGE,,
VALLALAR NAGAR,,
REGAL,,
CHOOLAI P.O,,
MILLERS ROAD,,
KARGIL NAGAR,,
ELLAIAMMAN KOIL,,
ODEANMANI,,
ANNA NAGAR WEST,,
CHINMAYA NAGAR,,
"JN. OF R.GARDEN & PEVR H.RD.,",,
M.M.D.A.COLONY,,
ECHANKUZHI /MANALI NEW TOWN RD,,
MINJUR N.T.,,
MOULIVAKKAM,,
PERIYAPANICHERI,,
KUNDRATHUR B.S.,,
ANAKAPUTHUR,,
PAMMAL,,
THIRU.VI.KA.NAGAR,,
KOLATHUR/NEHRU RD JN,,
VETERINARY HOSPITAL,,
PUDUR HIGH SCHOOL,,
PERIYAR BRIDGE,,
DASARATHAPURAM,,
MUGALIVAKKAM ARASAMARAM,,
MANAPAKKAM P.U.O,,
MANAPAKKAM VILLAGE,,
KOLAPAKKAM,,
MURUGAN KOIL / GIRUGAMBAKKAM,,
VASANTHAM NAGAR,,
MOONDRAM KATTALAI,,
SIRUKALATHUR,,
AZHAKESAN NAGAR,,
PUDUPEIR ROAD JN,,
PUDUNALLUR,,
KATRAMBAKKAM,,
ENG.COLLEGE,,
KOTTURPURAM,,
GUINDY RACE COURSE OFFICE,,
SECRETARIAT COLONY,,
ANGALAMMAN KOIL,,
MOOVARASANPET,,
MADIPAKKAM RD. JN.,,
ADAMBAKKAM P.S,,
BRINDAVAN COLONY,,
PUZHITHIVAKKAM RD JN.,,
SADANANDAPURAM,,
ALAPAKKAM,,
MANDAVELI (OONAMANCHERI),,
OONAMANCHERI,,
WOMEN'S POLYTECHNIC,,
NAVALUR CHURCH,,
PATTINATHAMMAN KOVIL,,
KUPPAMMA NAGAR,,
BALAMMA NAGAR,,
THAIYUR KOMAN NAGAR,,
SIRUCHERI,,
SONALUR / PUDUR,,
PUDUPAKKAM,,
VANDALUR ROAD.JN.,,
SATHANKUPPAM,,
PUDUPAKKAM RD JN,,
MAMBAKKAM,,
KANDIGAI,,
VENGAMBAKKAM,,
CORBORUNDUM UNIVERSAL,,
BUILDERS INDUSTRY,,
BURMAH SHELL PETROL BUNK,,
TRIPLICANE OT.,,
CHOOLAI MILL,,
VYASARPADI,,
M.K.B.NAGAR,,
TAMBARAM TOWN LIMIT,,
OLD PERUNGALATHUR,,
MUDICHUR,,
ERUMAIYUR-II,,
TRAFFIC AID POST,,
THIRUMUDIVAKKAM SIDCO-I,,
MALAYAMBAKKAM EAST,,
THIDEERKUPPAM(THOPPU),,
PETTAI,,
DUKKANAMPATTU,,
KANNACHERY,,
THIRUMANAN,,
AMUTHAMBEDU-II,,
KARUNAKARACHERY,,
PATTABIRAM,,
KAVARAIPALAYAM,,
KARAYANCAHVADI,,
SENNEERKUPPAM,,
MELPAKKAM,,
SIDCO NAGAR,,
EASWARAN TEMPLE/PTC QRTS.,,
MOGALIVAKKAM / MARI AMMN KOIL,,
ADYAR GATE,,
D1 POLICE STATION/DAMS ROAD,,
BESANT NAGAR,,
SHANTHI/DAMS RD.,,
MAHARANI,,
GEMINI P.H,,
ROYAPETTA HOSPITAL,,
MANGADU,,
SIKKARAYAPURAM,,
KOLLAICHERI,,
BHARANIPUTHUR,,
MUGALIVAKKAM RD. JN.,,
ALWAR THIRUNAGAR,,
T.B.INSTITUTE,,
U.S.I.S.,,
EGMORE NORTH R.S.,,
DASAMAHAN,,
ANNA POORNA HOTEL/DAMS RD,,
PERAVALLUR KUMARAN NAGAR,,
POOMPUHAR,,
MATHUR M.M.D.A.,,
KILPAUK GARDEN,,
PADAVATTAMMAN SCHOOL,,
MEPPADU HOSPITAL,,
AGARAMTHEN,,
KOVILAMCHERRY VILLAGE,,
MADURAPAKKAM RD.JN.,,
PONMAR,,
UNIVESITY CLUB/ MINERVA,,
DR.AMBEDHAR BRIDGE,,
KORUKKUPET R.S.,,
MUTHAMIL NAGAR,,
JN.OF MANALI RD.CHINNA KODUNR,,
KODUNGAIYUR PARVATHI NAGA,,
KORATTUR,,
ARIYALUR,,
THEYAMPAKKAM,,
VELANGADUPAKKAM,,
CHETTIMEDU,,
AMMAN KULAM,,
VICHOOR,,
M.F.L.,,
MRL/CPCL,,
MANALI MARKET,,
MATHUR ROAD,,
KOSAPPUR ROAD,,
KOSAPALAYAM,,
KOSAPPUR,,
PERIMAL KOIL,,
PILLI LINE,,
COLLEGE ROAD/METROLOG. DEPT.,,
STERLING ROAD,,
KUMANANCHAVADI,,
BSNL OFFICE,,
MAHALINGAPURAM,,
KODUNGAIYUR O.T.,,
CHINNA KODUNGAIYUR,,
SETTIMEDU,,
SRIUNGAVOOR,,
PERUNGAVOOR,,
THIRUNILLAI RD.JN.,,
PERIAMULLAIVOYAL,,
VAZHUTHIGAIMEDU,,
POSTAL AUDIT OFFICE,,
DEFENCE QUARTERS,,
JN.OF CENTRAL AVENUE&ERIKARAI,,
TEACHERS COLONY,,
RETTERI,,
I.O.C.,,
THIRUVOTRIYUR RAILWAY QUARTERS,,
KARGIL NAGAR(JUMPING STG),,
M.F.L. NAGAR(JUMPING STG),,
C.I.T.COLONY,,
A.V.CONSTRUCTION,,
PONNIAMMAN KOIL RD. JN.,,
MADIPAKKAM B.S.,,
V.HOUSE P.S,,
ANNA NAGAR EAST,,
I.C.F,,
AYYAPPA NAGAR,,
2ND WATER TANK ON SECOND AVE.,,
AYAPPAKKAM,,
KRISHNAN TEMPLE/PONDY BAZAR,,
ICF ANNEXE,,
KATHIVAKKAM J.J.NAGAR,,
NCTPS,,
ATHIPATTU PUDU NAGAR,,
VALLUR,,
PATAMANTHIR,,
BDO OFFICE,,
FORD,,
MALROSAPURAM,,
SINGAPERUMALL KOIL,,
MAHENDRA CITY(CHETTY PUNNIYAM),,
PULIPAKKAM,,
CHENGALPET O.T.,,
CHENGALPET N.T.,,
HASTHINAPURAM,,
KUMARAN KUNDRAM,,
VARADHARAJA THEATER,,
DURGA NAGAR,,
MEPZ,,
MAHENDRA CITY MAIN GATE,,
DHARGAS/KOLLAMEDU JN.,,
E.B.STATION 500E,,
ECHANKARANAI,,
CHITLAPAKKAM,,
RAJESWARI NAGAR,,
JN.OF BAJANAI KOIL ST.,,
POTHERI EAST,,
RAIL NAGAR/SRIDEVI KARUMARIAMM,,
MAGARAL KANDIGAI,,
TAMARAIPAKKAM,,
ADI DRAVIDAR HOSTEL,,
VALLIYUR SCHOOL,,
VADHATTUR JN.,,
VISHNUVAKKAM,,
KIZHANOOR,,
MOOLAKARAI,,
EKKADU KANDIGAI,,
EKKADU CSI HOSPITAL,,
EKKADU WATER TANK(TEACHERS COL,,
PARATHUR,,
CHITHATHUR COLONY,,
KALAYANAKUPPAM RD JN.,,
KALAYANAKUPPAM VILLAGE,,
VENKATESAPURAM,,
IYYAPPANMADAM,,
NARAYANAPURAM,,
MEDAVAKKAM COLONY,,
KAVARAPED,,
JN.OF MAMBAKKAM RD & ATANOORRD,,
THANDALACHERI,,
PALAVAKKAM CROSS ROAD,,
G.R.KANDIKAI,,
THIDEER NAGAR,,
POOVALAMBEDU,,
THANI POONDI,,
AMARAMBEDU,,
PANCHALAI,,
MADARAPAKKAM CROSS ROAD,,
MADARAPAKKAM,,
PERIYAPALAYAM,,
JEYAPURAM,,
DHARMAPURAM KANDIGAI,,
KANNIGAIPEIR,,
MANCHANKARANAI,,
PANDY KAVANOOR JN.,,
SAKTHI VINAYAGAR KOIL,,
ENAMBAKKAM,,
MELMALLIKAIPATTU,,
NEW NAGAR,,
VENKATHAKULAM,,
AVADI ROAD JN.,,
VENGAMBAKKAM RD JN.,,
SAMIYAR PANNAI,,
THANDALAM VILLAGE,,
KARUNGUDI PALLAM,,
PANDITHAMEDU,,
PAYYANOOR,,
KOOTHAVAKKAM SCHOOL,,
POONCHERY ROAD JN,,
GOVERNMENT SCHOOL / HOSPITAL,,
MAMALLAPURAM,,
JN.OF.VLY-TBM RD&MVKM-K.K,,
VEERABADRA NAGAR,,
VENGAIVASAL RD.JN.,,
VENGAIVASAL P.H.CENTRE,,
NOOTHANCHERI CROSS RD.,,
MAMBAKKAM RICE MILL,,
MAMBAKKAM KOOT ROAD,,
MANAMATHI JN.,,
ILLALUR JUNCTION,,
SUNNAMBU KALVOY,,
CHEMBAKKAM JUNCTION,,
MYLAI ROAD JN,,
VENGOOR JUNCTION,,
KARUMBAKKAM,,
SIRUKUNDRAM ROAD JN,,
PERUNTHANDALAM JN,,
PUDU COLONY,,
MULLIPAKKAM,,
CHEMBAKKAM VILLAGE,,
IRUNKATTUKOTTAI,,
PENNALUR E.B.,,
BEEMANTHANGAL,,
SRIPERUMBUDUR,,
TRAVELLERS BANGALOW,,
VADAMANGALAM ROAD JN,,
SUNGUVARCHATHIRAM,,
IRULAPALAYAM RD JN.,,
IRULAPALAYAM,,
PADURMEDU,,
PATTUR,,
METTUPALAYAM,,
AYALCHERY,,
ANAICUTCHE,,
THANDARAI,,
PANAPAKKAM,,
KOSAVAMPETTAI,,
ANJATHAMMAN KOIL,,
JAIHIND INDUSTRIES,,
KEELMANI,,
AMIRTHANALLUR,,
AKARAMBAKKAM,,
THIRUNILAI,,
NEW AVENUE,,
PARIVAKKAM,,
KOLAPPANCHERY,,
CHITTUKADU,,
ANNAMBEDU,,
MEPPUR,,
MYLAPORE,,
AGARAM MEL,,
KUTHAMBAKKAM,,
ANDERSONPET,,
LAKSHMIPURAM JN./AROBINDO SCHL,,
THANGAL ERIKKARAI,,
VADAKKU MALAIAMBAKKAM,,
PERIYA KOTTAMEDU,,
RAMASAMY NAGAR,,
PERUMALPATTU,,
SRI RAM ENGG.COLLEGE,,
VEPPAMPATTU R.S.,,
PALLAVAN NAGAR,,
PERUMBAKKAM LIMIT,,
THANDALAM,,
SHOZHANGANALLUR,,
KELAMBAKKAM RD JN.,,
ANNA NAGAR COLONY,,
VEMBAKKAM,,
M.G.R.NAGAR,,
VASANTHI AMMAN KOIL,,
POONGERI JN.,,
ECHANKADU,,
GASSGI RATE COMPANY,,
KAYAAR,,
VEMBEDU,,
KATTUR,,
PERUMAL NAGAR JN.,,
KANNIVAKKAM,,
ASTHINAPURAM,,
MELKALVOY,,
KIZHKALVOY,,
NELLIKUPPAM,,
GEEYEE HOUSING,,
PADAPPAI,,
KARASANGAL,,
MANNIVAKKAM,,
MUDICHUR VILLAGE,,
KELAMBAKKAM RD.JN.,,
INDIA CEMENT,,
ATHIPEDU CAMP ROAD,,
ENNORE E.B. MAIN GATE,,
ENNORE THERMAL POWER,,
ENNORE PORT MAIN GATE,,
BACK WATER BRIDGE,,
L&T HARBOUR,,
KATTUPALLIVILLA,,
L&T CORNER,,
KATTUPALLI,,
VERKADU,,
AYANALLUR,,
GUMMIDIPOONDI,,
POLICE QUARTERS,,
VAZHUTHALAMBEDU,,
RETTAMBEDU,,
KURUVIAGARAM JN,,
SEKANYAM,,
METTU SEKANYAM,,
DEVAMBEDU,,
MEDURAMALAICHERYJN,,
VEPPATHUR,,
EB TRANSFORMER,,
ANNAMALAICHERY,,
VENKADU,,
GOVT.HOSTEL,,
S.R.GATE,,
ELAVUR,,
THALAYARIPALAYM,,
MOOLAI ROAD,,
SALAIYANKANDIGI,,
POONGULAM COLONY,,
KUPPAM,,
CHINNA MANGODU,,
KALLUR,,
GUMMUDIPOONDI R.S.,,
GOVT.HARJNHOSTL,,
S.R.KANDIGAI,,
KAYALARMEDU,,
NAGARAJKANDIGAI,,
MELPAKKAM RD. JN.,,
PETAI/PALAYAPAL,,
EQUVARPALAYAM,,
SORPONDERIKARAI,,
SANAPUTHUR,,
ALLIKULAM,,
MANALLUR,,
PATHIRIVEDU,,
KRISHNAPURAM,,
PONNERI,,
AZHINJIVAKKAM VILLAGE,,
CHATHIRAM,,
INAM AGARAM,,
GANGAI ADI KUPPAM,,
PULIKULAM,,
ELAVAMBEDU,,
NALLUR,,
CHINNAKUVANAM,,
UPPALAYAM,,
KAVALPATHY,,
MEDHUR,,
KANCHIVOYAL,,
THIRUPALAIVANAM,,
KATTUR CROSS ROAD,,
PERLIYAMBAKKAM,,
POLLACHIAMMANKULAM,,
PULICUT PANCHAYAT LIMIT,,
PAZHAVERKADU,,
AVOOR,,
AAR COLONY,,
KOLUR,,
KOLUR KALVOY,,
PUDHUCHERYMEDU,,
LAKSHMIPURAM,,
LINGAPPAN PETTAI,,
PERUMBEDU,,
PERUMBEDUKUPPAM,,
NEDUGUNDRAM,,
MELKOTTIYUR,,
VENKATAMANGALAM,,
KEERAPAKKAM,,
AMANAMBAKKAM,,
KUMIZHI,,
VENKAMPAKKAM VILLAGE,,
MAYLAIMA NAGAR,,
PERIYA ARUNGAL,,
ARUNGAL,,
VENKATESAPERUMAL KOIL,,
AMMANAMBAKKAM,,
VENKAMBAKKAM,,
SPORTS UNIVERSITY,,
MANNIVAKKAM W.TANK,,
THAMBUCHETTY ST,,
T.V.T RLY GATE,,
MATHUR M.M.D.A. GATE,,
ERNAVOOR,,
VALLUR SCHOOL,,
ATHIPETTU R.S.,,
NEMILICHERI,,
THIRUNINDRAVOOR,,
VEPPUMPATTU PULIYAMARAM,,
KANDAN KOLLAI,,
CHEVVAIPETTAI R.S.,,
THOZHUDUR,,
KAKKALUR,,
VEPPAMPATTU E.WARAN NAGAR,,
AYATHUR CHATHIRAM,,
THOTTIKALAI JN.,,
KILAMBAKKAM JN.,,
KILAMBAKKAM WATER TANK,,
VELLAKULAM JN.,,
THIRUVALLUR COLLECTOR OFF,,
KALYANAKUPPAM,,
PERATHUR,,
PERATHUR COLONY,,
ALAGESA NAGAR,,
SOMANGALAM RD /AMARAMBEDU RDJN,,
POONTHANDALAM RD.JN.,,
SOMANGALAM,,
AMARAMBEDU ROAD,,
SUMENTHIRAMEDU ROAD JN,,
VENGADU ROAD JN,,
PILLAIPAKKAM,,
PATTUNOOL CHATRAM,,
SAMSUNG ELECTRIC CO,,
ECHUR JN.,,
KUNNAM VILLAGE,,
KUNNAM,,
SOKANDI,,
MADHURAMANGALAM ROAD JN,,
PUDUPATTU ROAD JN,,
PUDUPATTU VILLAGE,,
ELAMBAKKAM COLONY,,
ELAMBAKKAM,,
TAMBARAM NEW TERMINUS,,
SALAMANGALAM ROAD JN,,
VANJIVANCHERY,,
SARAPANCHERY,,
PANAPAKKAMEDU,,
VATTAMBAKKAM,,
ORAGADAM ROAD JN,,
EZHICHUR ROAD JN,,
PANRUTTI,,
KUNNAVAKKAM,,
VARANAVASI,,
THAZHAMBEDU,,
DEVARIYAMBAKKAM,,
NATHANALLUR,,
OOTHUKADU CROSS RD,,
WALAJABAD,,
MANNIVAKKAM ROAD JN.,,
SIRUNIAM RD.JN.,,
ANGADU,,
PAMMADUKULAM COLONY,,
KARIMEDU,,
IRANKUPPAM,,
PAMMADUKULAM,,
POTHUR,,
JN.OF.ORAKADU RD & S/VARAM RD,,
SOZHIPALAYAM,,
THIRUNILLAI WATER TANK,,
KANNADAPALAYAM,,
ALAMATHI,,
N.S.K NAGAR,,
PAKKAM,,
KESAVA CROSS ROAD,,
KASANOOR,,
POGALMEDU,,
VENGAL,,
ERANKUPPAM,,
VADAMADURAI,,
VADAMADURAI KANDIGAI,,
NASIC NAGAR,,
KAVANOOR,,
TAMARAIPAKKAM RD.JN.,,
PAGALMEDU,,
PREETHI NAGAR,,
AVENJIPETTAI,,
MALANTHUR,,
